ProductKey,ProductItemCode,Product Pre-Code,Product Name,Sub Category,Product Category,Product Color,Product Size,Product Line,Product Model Name,Product Description,Product Status
242,FR-R92R-44,FR,"HL Road Frame - Red, 44",Road Frames,Components,Red,44,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
243,FR-R92R-44,FR,"HL Road Frame - Red, 44",Road Frames,Components,Red,44,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
244,FR-R92R-48,FR,"HL Road Frame - Red, 48",Road Frames,Components,Red,48,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
245,FR-R92R-48,FR,"HL Road Frame - Red, 48",Road Frames,Components,Red,48,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
246,FR-R92R-48,FR,"HL Road Frame - Red, 48",Road Frames,Components,Red,48,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
247,FR-R92R-52,FR,"HL Road Frame - Red, 52",Road Frames,Components,Red,52,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
248,FR-R92R-52,FR,"HL Road Frame - Red, 52",Road Frames,Components,Red,52,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
249,FR-R92R-52,FR,"HL Road Frame - Red, 52",Road Frames,Components,Red,52,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
250,FR-R92R-56,FR,"HL Road Frame - Red, 56",Road Frames,Components,Red,56,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
251,FR-R92R-56,FR,"HL Road Frame - Red, 56",Road Frames,Components,Red,56,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Outdate
252,FR-R92R-56,FR,"HL Road Frame - Red, 56",Road Frames,Components,Red,56,R ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Current
253,FR-R38B-58,FR,"LL Road Frame - Black, 58",Road Frames,Components,Black,58,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
254,FR-R38B-58,FR,"LL Road Frame - Black, 58",Road Frames,Components,Black,58,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
255,FR-R38B-58,FR,"LL Road Frame - Black, 58",Road Frames,Components,Black,58,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
256,FR-R38B-60,FR,"LL Road Frame - Black, 60",Road Frames,Components,Black,60,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
257,FR-R38B-60,FR,"LL Road Frame - Black, 60",Road Frames,Components,Black,60,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
258,FR-R38B-60,FR,"LL Road Frame - Black, 60",Road Frames,Components,Black,60,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
259,FR-R38B-62,FR,"LL Road Frame - Black, 62",Road Frames,Components,Black,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
260,FR-R38B-62,FR,"LL Road Frame - Black, 62",Road Frames,Components,Black,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
261,FR-R38B-62,FR,"LL Road Frame - Black, 62",Road Frames,Components,Black,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
262,FR-R38R-44,FR,"LL Road Frame - Red, 44",Road Frames,Components,Red,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
263,FR-R38R-44,FR,"LL Road Frame - Red, 44",Road Frames,Components,Red,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
264,FR-R38R-48,FR,"LL Road Frame - Red, 48",Road Frames,Components,Red,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
265,FR-R38R-48,FR,"LL Road Frame - Red, 48",Road Frames,Components,Red,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
266,FR-R38R-52,FR,"LL Road Frame - Red, 52",Road Frames,Components,Red,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
267,FR-R38R-52,FR,"LL Road Frame - Red, 52",Road Frames,Components,Red,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
268,FR-R38R-58,FR,"LL Road Frame - Red, 58",Road Frames,Components,Red,58,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
269,FR-R38R-58,FR,"LL Road Frame - Red, 58",Road Frames,Components,Red,58,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
270,FR-R38R-60,FR,"LL Road Frame - Red, 60",Road Frames,Components,Red,60,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
271,FR-R38R-60,FR,"LL Road Frame - Red, 60",Road Frames,Components,Red,60,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
272,FR-R38R-62,FR,"LL Road Frame - Red, 62",Road Frames,Components,Red,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
273,FR-R38R-62,FR,"LL Road Frame - Red, 62",Road Frames,Components,Red,62,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
274,FR-R72R-44,FR,"ML Road Frame - Red, 44",Road Frames,Components,Red,44,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate
275,FR-R72R-48,FR,"ML Road Frame - Red, 48",Road Frames,Components,Red,48,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate
276,FR-R72R-52,FR,"ML Road Frame - Red, 52",Road Frames,Components,Red,52,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate
277,FR-R72R-58,FR,"ML Road Frame - Red, 58",Road Frames,Components,Red,58,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate
278,FR-R72R-60,FR,"ML Road Frame - Red, 60",Road Frames,Components,Red,60,R ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",Outdate
279,FR-R38B-44,FR,"LL Road Frame - Black, 44",Road Frames,Components,Black,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
280,FR-R38B-44,FR,"LL Road Frame - Black, 44",Road Frames,Components,Black,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
281,FR-R38B-44,FR,"LL Road Frame - Black, 44",Road Frames,Components,Black,44,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
282,FR-R38B-48,FR,"LL Road Frame - Black, 48",Road Frames,Components,Black,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
283,FR-R38B-48,FR,"LL Road Frame - Black, 48",Road Frames,Components,Black,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
284,FR-R38B-48,FR,"LL Road Frame - Black, 48",Road Frames,Components,Black,48,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
285,FR-R38B-52,FR,"LL Road Frame - Black, 52",Road Frames,Components,Black,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
286,FR-R38B-52,FR,"LL Road Frame - Black, 52",Road Frames,Components,Black,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Outdate
287,FR-R38B-52,FR,"LL Road Frame - Black, 52",Road Frames,Components,Black,52,R ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",Current
288,FR-M94S-42,FR,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,Silver,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
289,FR-M94S-42,FR,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,Silver,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
290,FR-M94S-42,FR,"HL Mountain Frame - Silver, 42",Mountain Frames,Components,Silver,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
291,FR-M94S-44,FR,"HL Mountain Frame - Silver, 44",Mountain Frames,Components,Silver,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
292,FR-M94S-52,FR,"HL Mountain Frame - Silver, 48",Mountain Frames,Components,Silver,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
293,FR-M94S-46,FR,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
294,FR-M94S-46,FR,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
295,FR-M94S-46,FR,"HL Mountain Frame - Silver, 46",Mountain Frames,Components,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
296,FR-M94B-42,FR,"HL Mountain Frame - Black, 42",Mountain Frames,Components,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
297,FR-M94B-42,FR,"HL Mountain Frame - Black, 42",Mountain Frames,Components,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
298,FR-M94B-42,FR,"HL Mountain Frame - Black, 42",Mountain Frames,Components,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
299,FR-M94B-44,FR,"HL Mountain Frame - Black, 44",Mountain Frames,Components,Black,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
300,FR-M94B-48,FR,"HL Mountain Frame - Black, 48",Mountain Frames,Components,Black,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
301,FR-M94B-46,FR,"HL Mountain Frame - Black, 46",Mountain Frames,Components,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
302,FR-M94B-46,FR,"HL Mountain Frame - Black, 46",Mountain Frames,Components,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
303,FR-M94B-46,FR,"HL Mountain Frame - Black, 46",Mountain Frames,Components,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
304,FR-M94B-38,FR,"HL Mountain Frame - Black, 38",Mountain Frames,Components,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
305,FR-M94B-38,FR,"HL Mountain Frame - Black, 38",Mountain Frames,Components,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
306,FR-M94B-38,FR,"HL Mountain Frame - Black, 38",Mountain Frames,Components,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
307,FR-M94S-38,FR,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
308,FR-M94S-38,FR,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
309,FR-M94S-38,FR,"HL Mountain Frame - Silver, 38",Mountain Frames,Components,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
310,BK-R93R-62,BK,"Road-150 Red, 62",Road Bikes,Bikes,Red,62,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
311,BK-R93R-44,BK,"Road-150 Red, 44",Road Bikes,Bikes,Red,44,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
312,BK-R93R-48,BK,"Road-150 Red, 48",Road Bikes,Bikes,Red,48,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
313,BK-R93R-52,BK,"Road-150 Red, 52",Road Bikes,Bikes,Red,52,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
314,BK-R93R-56,BK,"Road-150 Red, 56",Road Bikes,Bikes,Red,56,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
315,BK-R68R-58,BK,"Road-450 Red, 58",Road Bikes,Bikes,Red,58,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
316,BK-R68R-60,BK,"Road-450 Red, 60",Road Bikes,Bikes,Red,60,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
317,BK-R68R-44,BK,"Road-450 Red, 44",Road Bikes,Bikes,Red,44,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
318,BK-R68R-48,BK,"Road-450 Red, 48",Road Bikes,Bikes,Red,48,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
319,BK-R68R-52,BK,"Road-450 Red, 52",Road Bikes,Bikes,Red,52,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
320,BK-R50R-58,BK,"Road-650 Red, 58",Road Bikes,Bikes,Red,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
321,BK-R50R-58,BK,"Road-650 Red, 58",Road Bikes,Bikes,Red,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
322,BK-R50R-60,BK,"Road-650 Red, 60",Road Bikes,Bikes,Red,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
323,BK-R50R-60,BK,"Road-650 Red, 60",Road Bikes,Bikes,Red,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
324,BK-R50R-62,BK,"Road-650 Red, 62",Road Bikes,Bikes,Red,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
325,BK-R50R-62,BK,"Road-650 Red, 62",Road Bikes,Bikes,Red,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
326,BK-R50R-44,BK,"Road-650 Red, 44",Road Bikes,Bikes,Red,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
327,BK-R50R-44,BK,"Road-650 Red, 44",Road Bikes,Bikes,Red,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
328,BK-R50R-48,BK,"Road-650 Red, 48",Road Bikes,Bikes,Red,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
329,BK-R50R-48,BK,"Road-650 Red, 48",Road Bikes,Bikes,Red,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
330,BK-R50R-52,BK,"Road-650 Red, 52",Road Bikes,Bikes,Red,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
331,BK-R50R-52,BK,"Road-650 Red, 52",Road Bikes,Bikes,Red,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
332,BK-R50B-58,BK,"Road-650 Black, 58",Road Bikes,Bikes,Black,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
333,BK-R50B-58,BK,"Road-650 Black, 58",Road Bikes,Bikes,Black,58,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
334,BK-R50B-60,BK,"Road-650 Black, 60",Road Bikes,Bikes,Black,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
335,BK-R50B-60,BK,"Road-650 Black, 60",Road Bikes,Bikes,Black,60,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
336,BK-R50B-62,BK,"Road-650 Black, 62",Road Bikes,Bikes,Black,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
337,BK-R50B-62,BK,"Road-650 Black, 62",Road Bikes,Bikes,Black,62,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
338,BK-R50B-44,BK,"Road-650 Black, 44",Road Bikes,Bikes,Black,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
339,BK-R50B-44,BK,"Road-650 Black, 44",Road Bikes,Bikes,Black,44,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
340,BK-R50B-48,BK,"Road-650 Black, 48",Road Bikes,Bikes,Black,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
341,BK-R50B-48,BK,"Road-650 Black, 48",Road Bikes,Bikes,Black,48,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
342,BK-R50B-52,BK,"Road-650 Black, 52",Road Bikes,Bikes,Black,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
343,BK-R50B-52,BK,"Road-650 Black, 52",Road Bikes,Bikes,Black,52,R ,Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Outdate
344,BK-M82S-38,BK,"Mountain-100 Silver, 38",Mountain Bikes,Bikes,Silver,38,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
345,BK-M82S-42,BK,"Mountain-100 Silver, 42",Mountain Bikes,Bikes,Silver,42,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
346,BK-M82S-44,BK,"Mountain-100 Silver, 44",Mountain Bikes,Bikes,Silver,44,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
347,BK-M82S-48,BK,"Mountain-100 Silver, 48",Mountain Bikes,Bikes,Silver,48,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
348,BK-M82B-38,BK,"Mountain-100 Black, 38",Mountain Bikes,Bikes,Black,38,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
349,BK-M82B-42,BK,"Mountain-100 Black, 42",Mountain Bikes,Bikes,Black,42,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
350,BK-M82B-44,BK,"Mountain-100 Black, 44",Mountain Bikes,Bikes,Black,44,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
351,BK-M82B-48,BK,"Mountain-100 Black, 48",Mountain Bikes,Bikes,Black,48,M ,Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Outdate
352,BK-M68S-38,BK,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,Silver,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
353,BK-M68S-38,BK,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,Silver,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
354,BK-M68S-42,BK,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,Silver,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
355,BK-M68S-42,BK,"Mountain-200 Silver, 42",Mountain Bikes,Bikes,Silver,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
356,BK-M68S-46,BK,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,Silver,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
357,BK-M68S-46,BK,"Mountain-200 Silver, 46",Mountain Bikes,Bikes,Silver,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
358,BK-M68B-38,BK,"Mountain-200 Black, 38",Mountain Bikes,Bikes,Black,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
359,BK-M68B-38,BK,"Mountain-200 Black, 38",Mountain Bikes,Bikes,Black,38,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
360,BK-M68B-42,BK,"Mountain-200 Black, 42",Mountain Bikes,Bikes,Black,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
361,BK-M68B-42,BK,"Mountain-200 Black, 42",Mountain Bikes,Bikes,Black,42,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Current
362,BK-M68B-46,BK,"Mountain-200 Black, 46",Mountain Bikes,Bikes,Black,46,M ,Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Outdate
